"","X","text","score","polarity"
"2430",2430,"mail order ukraine brides sign free date chat model reference ",0,"Netral"
"2431",2431," sick hearing ye ukraine focus sbf people home robbed",0,"Netral"
"2432",2432," actually brought ukraine need back stop funding losing effort usa done enough damage",0,"Netral"
"2433",2433," oh russia developed country better spend billions dollars missile terror ukraine put things order country mentality russians",0,"Netral"
"2435",2435,"satellite images show russia making big gamble plans defend territory near crimea ukraine ",0,"Netral"
"2438",2438," ukraine flag bio pronouns shame",0,"Netral"
"2439",2439,"ukraine needs added list receiving usa europe tune least billion tax free date ",0,"Netral"
"2440",2440," ukraine ",0,"Netral"
"2441",2441," interesting though guerrilla room many prominent americans supported german nazis like support nazis ukraine",4,"Positif"
"2442",2442," well doesnt sound like ukraines winning ",2,"Positif"
"2443",2443," yankees support ukraines nazis billion months sure homegrown idiot biggest nazi problem ",-1,"Negatif"
"2445",2445," ukraine supposed neutral nato business ",0,"Netral"
"2446",2446," yeah cant believe support actually nazis ukraine",1,"Positif"
"2447",2447," says call tribunal illegitimate ",-1,"Negatif"
"2449",2449," juxtaposition highlight medias indifference nazi presence ukraine",-1,"Negatif"
"2450",2450," people support wars time ukraine situation equivalent cuban missile crisis russia un ukraine caused happen russia warned happen continued pursuing un membership feel sorry ",-2,"Negatif"
"2451",2451," shared video ukraine child trafficking ",0,"Netral"
"2452",2452," agree ukraine",0,"Netral"
"2453",2453," true democrat ever voted trump peace prosperity president since kennedy ukraine war definitely happened rest serve military industrial complex dems reps people",1,"Positif"
"2454",2454,"russian troops kherson withdrawal loss moscow russian strategy france english ",-1,"Negatif"
"2456",2456," please fight us cant support student ukraine",1,"Positif"
"2457",2457," nigga thats translation used spanish dub know wrong thats point lmao plus none said ukraine false look anytime buddy",-1,"Negatif"
"2458",2458," us government fact ukraine puppet government nazis used foreign interests",-1,"Negatif"
"2459",2459,"biden shall remembered breaking railroad strike pick obama left ukraine kept afghanistans billion handing ukraine fist fulls racist western bastardom display god nato shall loose spectacularly like tplf lost ",-3,"Negatif"
"2460",2460," know im saying fuck sending ukraine money money laundering know help americans",-1,"Negatif"
"2461",2461," russia invaded ukraines people never voted dismantling ukraines military russias behest corruption politicians putins mob stop lying clown",-1,"Negatif"
"2462",2462," stop funding ukraine taxpayers money",0,"Netral"
"2463",2463," youre still trying twist words phone call greater meaning discard allegations money ukraine making way back democrats pockets dont need interpret words know biden actually quid pro quo ukraine years ago",-2,"Negatif"
"2464",2464," bwah ha ha ha haand war ukraine staged",0,"Netral"
"2466",2466,"biden macron vow unity ukraine promise hold russiaaccountable ",2,"Positif"
"2467",2467," ever invincible unwavering genuine support respect constant awe one day closer ",4,"Positif"
"2469",2469,"biden asks congress another billion support ukraine said us assistant secretary state nuland",1,"Positif"
"2470",2470," send billions ukraine want get average american dollars last thing need irs agents",0,"Netral"
"2471",2471," ukraine must allowed join please",0,"Netral"
"2472",2472," upset uncle sam didnt get cut like us govt needs money prints sends x ukraine plenty fraud waste healthcare system govt runs things fraud waste abound find better target mayo",-4,"Negatif"
"2474",2474," cbc covering kanye kyrie chappelle refuse call nazis ukraine nice nazi salute audio indicates crowed cheering covering three african americans racist ",0,"Netral"
"2475",2475," need breakthrough somewhere get ukraine feetmomentum like quick jab",1,"Positif"
"2476",2476," wowvery telling screw ukraine cesspool europe",0,"Netral"
"2477",2477," bidens raping ukraine billions",-1,"Negatif"
"2478",2478," maga monster trump impeached trying bribe ukraine ",0,"Netral"
"2479",2479," theres gems nothing special wouldnt say jerry heil angelina fiinka dont think anything else selected really like none getting ukraine win next year mixed feelings final still excited ",4,"Positif"
"2480",2480," yet billions shipped ukraine laundered ftx back democrats ",0,"Netral"
"2481",2481," yet agree keep sending money ukraine ",0,"Netral"
"2482",2482," search google nazis ukraine limit search results every mainstream news network reported nazi problem idolize bandera whose followers massacred thousands jews poles romani evidence overwhelming hidden",0,"Netral"
"2483",2483," spend day twitter following ukraine information",0,"Netral"
"2484",2484," except ukraine ones good ones",1,"Positif"
"2485",2485,"ukrainian forces target russian soldiers drone bombs ",0,"Netral"
"2486",2486," lockheed wins m himars contract fulfil urgent need ",0,"Netral"
"2487",2487," send new ones ukraine ",0,"Netral"
"2488",2488,"ive benefited pinkers books language even quoted classes political comments leave lot desired blm protests larger relatively iran loss afghanistan compared loss wellequipped ukraine ",-3,"Negatif"
"2489",2489," wish concerned actually nazis ukraine ",-1,"Negatif"
"2490",2490," like sbf got funds ukrainecongress game back ",1,"Positif"
"2491",2491," hero ukraine troops ukrainian ",1,"Positif"
"2492",2492,"nsdc instructed government submit rada bill prevent activities religious organizations affiliated centers influence russia ukraine ensure full independence state particular spiritual independence ",1,"Positif"
"2493",2493," go home theres killing russians intruders russian fm us nato directly involved ukraine conflict ",-1,"Negatif"
"2494",2494," lets see obama targeted political opposition irs hes obviously racist since deported illegals trump plus build kiddie cages bidens get caught getting money ukraine china hmm dang good question",-1,"Negatif"
"2495",2495," well get back ukraine pay debt owed freedmen forced toil free united states government easy peasy",-1,"Negatif"
"2496",2496," welcome leave supporting nazis rex ukraine",2,"Positif"
"2498",2498," didnt even mention sheep dipped polish troops fighting ukraine",0,"Netral"
"2500",2500,"russia attempts breakthrough south bakhmut november th ",0,"Netral"
"2501",2501," completion russian smo rush lets talk smo completed russia reaching objectives denazification demilitarization neutralization ukraine whats left fallen statelet btw russian frozen assets",-2,"Negatif"
"2504",2504," bunkers ",0,"Netral"
"2505",2505," utter nonsense putin invaded ukraine massive chip shoulder break ussr totally insignificant global politics world sees exactly ",-2,"Negatif"
"2506",2506," ukraine check thanks",0,"Netral"
"2508",2508," whats happening ukraine right thats part russian war plan",1,"Positif"
"2509",2509," yeah let show hard truly supporting ukraine going fight ill pay flight ",0,"Netral"
"2510",2510,"land war corrupt ukraine war won us biden democratic primary objectives hell usa ",1,"Positif"
"2512",2512," anyone ukraine flag bio sit one ",0,"Netral"
"2513",2513," scholz also brought account result war",0,"Netral"
"2514",2514,"americans paying less gas russia invaded ukraine february prompting gas prices soar usatoday arent republicans magas celebrating ",0,"Netral"
"2515",2515," ruskies enough time train equip place equipment ziegfried lines ukraine able concentrate enough men equipment fast enough punch go around incomplete maginot lines race startfinish",2,"Positif"
"2516",2516," bidens distracted ukraine czar b burisma laptop crack pipes anti busing segregationist senator friends predator crime bills big guy etc etc clintons takes one know one guess",-2,"Negatif"
"2517",2517," im sorry sounds cold hearted ukraine isnt americas concern reason democrats worry get kickbacks pockets done migrats sent feed bathe clothe em read em bedtime story",-4,"Negatif"
"2518",2518," dont know covid dont believe either know ukraine fighting desperate battle bravely ruthless regime invades murders destroys threat us decent soul stand whatever takes",-2,"Negatif"
"2520",2520," acceptable ye explained us ukraine nazis ",0,"Netral"
"2521",2521," says plans contact prepared talk ending war ",0,"Netral"
"2522",2522,"webseite hat der sender auch teressantdeveloping webpages english version supported media development fund us embassy ukrainethe views authors necessarily reflect official position us government",1,"Positif"
