"","text","score","polarity"
"2918","@SenTedCruz Sorry Sen Rafael Cruz, you failed to notice that it was Putin was going to Ukraine.  A pipeline was going to stop Putin?  Please, you are acting like a newbie.",0,"Netral"
"2919","@OneUp2Rider @gridnews Ukraine is gonna be rolled over. Doesn't mean I like Putin. Just facts are facts. Reality matters. No way will ukraine win this war.",2,"Positif"
"2920","@secretsqrl123 /2
Even if Ukraine can get past Dragon lines, will the russians be able back those static defences with enough of their own manpower and equipment to stop the attacks???
- trained mobiks or ""real"" soldiers
- mobiks armed with Anti-Tanki manpads
- fed and sheltered mobiks
...",0,"Netral"
"2921","@MarkHamill I bet you support Ukraine though.",1,"Positif"
"2922","WASHINGTON (Reuters) -Joe Biden on Thursday used the first state visit of his presidency to demonstrate unity with France's Emmanuel Macron on Ukraine, show willingness to speak to Russia's Vladimir Putin and assuage European anger over U.S. subsidies. https://t.co/aLCcHGceGo",1,"Positif"
"2923","Ukrainian troops prepare BM Grad-21 rocket system in Bakhmut near frontline
#Canada #Germany #America #Ukraine #Bakhmut https://t.co/TEos8BeEJW",0,"Netral"
"2924","@bloretta561 @SenTedCruz Drama Queen Ted Cruz is now blaming our own country and President Biden for mad, war criminal Putin's invasion of Ukraine and his Hitler-like quest to rule Europe.",-1,"Negatif"
"2925","Now, it seems many more people understand that 'Carol of the Bells' comes from Ukraine.

EJ comes from Ukraine as well. And it is still enough time to order some gifts for your lived ones...

#SupportUkraine https://t.co/5DAtDxPl3Y",1,"Positif"
"2926","Did you forget about the $20 billion missing in Ukraine?

I haven't",0,"Netral"
"2927","@ukraine_world @pravda_eng Super nice looking, Oh my gosh super efficient and warm. Love these !! Great job Lithuanians 👏👏👏❤️❤️",3,"Positif"
"2928","@Zeppfan631 @BBCWorld Like they backed Iraq, Afghanistan, Syria, Egypt, Ukraine, etc. Western nations only profit from crisis!",0,"Netral"
"2929","@WWomenL @MSNBC @RepJeffries Looks like you also support the NeoNazi government of Ukraine...their killing jews ya know?",1,"Positif"
"2930","@ninaturner *Except for the ones in Ukraine that we've given enough money to end homeless in America six times over.

Do you stand with the N@zis in Ukraine?",1,"Positif"
"2931","@John82489 @leftist_person @AmitAryaMD You don't even know the history of communism and I doubt that you have any factual knowledge of the current war that Ukrainian communists in Donbass are fighting with Ukraine Nazis. Are you going to help Ukrainian communists fight the Nazis or are you a fake commie? https://t.co/dbHkCs1w4k",-2,"Negatif"
"2932","Scott Ritter: Russia Had Destroyed Ukrainian Military Base !!! Ukraine Is Going To Surrender
#Zaporizhia #Ukraine #Russia #Crimea #Chechnya
https://t.co/8snPjyq2Fm",0,"Netral"
"2933","Andy Vermaut shares:Russian Death Toll To Hit 90,000 As Grisly Cost of War Revealed: Ukraine - Newsweek: *… https://t.co/p7JH9wVaTV Thank you. #AndyVermautSharesThisNewsWithLoveAndHopes #TheWorldCanBecomeABetterPlaceSomedaySometime #WeNeedMoreLoveForWorldPeaceNowAndAlways https://t.co/mYAJPJ5jHB",0,"Netral"
"2934","@RBReich Ask Biden to pay for sick days out of all his crooked money deals with Ukraine and China",-2,"Negatif"
"2935","@ElonsLeftHand @BCaracass @DanaSpinant No, if you read, it was a response to the ridiculous statement that all of NATO couldn't stop russia.  And of course Ukraine can defeat Russia without direct us involvement.  They have already badly mauled the professional standing army.  Russia has thrown them away.",-1,"Negatif"
"2936","Andy Vermaut shares:Russia condemns German parliament for declaring Ukraine Soviet-era famine a genocide - Yahoo… https://t.co/OjYvNUkBxg Thank you. #AndyVermautSharesThisNewsWithLoveAndHopes #TheWorldCanBecomeABetterPlaceSomedaySometime #WeNeedMoreLoveForWorldPeaceNowAndAlways https://t.co/QTruwoxe0N",-3,"Negatif"
"2937","US Colonel Richard H. Black: ""The men of Ukraine, the soldiers, are being used as cannon fodder, and I don't really think that NATO and the West care at all about the country of Ukraine. I think it's simply a place to advance their strategic objectives."" https://t.co/XSi578bQ1i",0,"Netral"
"2938","@mmpadellan Let’s check Pelosi’s son, Romney’s son, Chuck Schuler’s son and Hunter Biden all on  board of directors of Ukraine utility companies. Their tax returns should yiel a lot of nuggets!",0,"Netral"
"2939","@MarkoLiias @BarackObama @JoeBiden Those two guys with the help of the atf also funneled guns to Mexican cartels , so why are the democrats arming violent drug cartels , nazis in ukraine &amp; the taliban while demonizing us citizens for wanting to exercise their 2A rights ? https://t.co/Of31OlxIv9",-2,"Negatif"
"2940","@AvailableLightz @NEWSMAX You mean what the Government of Ukraine has done to its own people since 2014?  Should do some research.",0,"Netral"
"2941","Andy Vermaut shares:Live: European Union members near deal on Russian oil price cap - FRANCE 24 English: * Live:… https://t.co/TgFpzCad6f Thank you. #AndyVermautSharesThisNewsWithLoveAndHopes #TheWorldCanBecomeABetterPlaceSomedaySometime #WeNeedMoreLoveForWorldPeaceNowAndAlways https://t.co/cDnZDPL88S",0,"Netral"
"2942","Russian troops crash their Bmp while retreating from Ukraine artillery, multiple dead and wounded
#Canada #Germany #America #Ukraine
https://t.co/2syXasz0sJ",-2,"Negatif"
"2943","Ukraine orders probe into Russian-linked church, Zelensky says #SmartNews  https://t.co/YGrB6bd2jR",0,"Netral"
"2944","Ukraine and NATO allies facing 'major issue,' retired general warns https://t.co/E0f1qc1F1P ....dumb author .....How long did the US fight in Afghanistan ... you smuck ?",0,"Netral"
"2945","⚡️🇷🇺🇺🇦⚔️ #Highlights of Russian Military Operation in #Ukraine on 30 Nov 2022⚡️ https://t.co/Tng5cM5ui1",0,"Netral"
"2946","@SenTedCruz You are an egomaniac thinking that it was all about the pipeline,so he attacked https://t.co/7bLhRzmNSw about that he is a former KGB agent that wants to be recognized as the greatest Russian Leader and get back his territory from the Regan era?",1,"Positif"
"2947","@RealHardWorker @GlitchedTNT @Joelmpetlin @kanyewest They absolutely hate Indian culture and history. They hate it doubly so because India backed Russia in the Ukraine War that we goaded them into starting.",-2,"Negatif"
"2948","LOL go fight in Ukraine war now. https://t.co/rTHNaTIhqD",0,"Netral"
"2949","@JohnGrahamIV @KSergatskova Will never happen. They don't want ukraine",0,"Netral"
"2950","@sugar_melody1 @RepGolden @POTUS Good thing you dont live in France? Taxes &gt;40% &amp; Noone bitches Abt It #Utilities up &gt;70% workers cant afford to Run home KitchenOvens Nobody bitches- They understand Weʻre supporting #Ukraine! Spoiled whining Yanks are so selfish! https://t.co/YP4iT54PRt",1,"Positif"
"2951","@RepMTG Well, Ukraine isn't part of the United States. You don't support the IRS in doing its job here. Why are you suggesting that we pay to audit another country.",1,"Positif"
"2952","@ProudElephantUS Ukraine JP is by far the worst.  But I gotta admit, sheit has no choice but to lie, lie and lie.  It doesn't have the intelligence to circle back and tap dance to never answer a question",0,"Netral"
"2953","The part you're no longer allowed to see. This vile hypocritic WEF pusher is one of the reasons the war drags on and on. It's a huge money laundering scheme, over the backs of innocent civilians, in Ukraine AND in Russia AND in the EU. Funded by their poor taxpayers. https://t.co/tQiNEp70ui",-3,"Negatif"
"2954","@e_l_g_c_a @WarMonitors Many Ukrainian commanders don't report their dead so they can keep on pocketing the dead soldiers' salaries for as long as they can get away with it. We're talking Ukraine after all...Corruption rules..",-2,"Negatif"
"2955","@McFaul If you talk to ukranians they all say sanctions maybe good in long term, but Ukraine needs more heavy weapons,long range missiles etc.",1,"Positif"
"2956","@cedross @RitchieTorres A part of Ukrain society joined the Nazis, when the Nazis invaded. But that was 77 years ago. Ukraine still has some Nazis, but it is also a changed society. Among Palestinians also some Nazis: Abbas is a Holocaust denier. Sad that Ye and his likes are encouraged by your kind.",1,"Positif"
"2957","@__TEAM_USA Well he did laundry billions through the Ukraine and help get three Democrats Senators reelected so yeah there's that",0,"Netral"
"2958","@Saliltoday @JhaSanjay Russia Ukraine war, is BJP a party. Just asking and asking?",0,"Netral"
"2959","@POTUS how much money have they sent Ukraine?",0,"Netral"
"2960","@Memelin_sequel I just found out that the JCP criticized the CCP for their human rights violations, and supported Ukraine. 

Maybe I would actually respect them if they weren’t advocating for censoring anime and manga.",1,"Positif"
"2961","⚡️They wish Putin a Merry Christmas and give him a present.

#Hungary #Ukraine 🇭🇺❤️🇺🇦👇🏻 https://t.co/HXXIpMgBpK",0,"Netral"
"2962","Ye is literally racing down to the bottom after saying Hitler did some good. Our grandfathers just fought nazis and sacrificed themselves now you come on stage and say, the man was actually a good guy... WTF

BTW we're funding nazis in Ukraine too https://t.co/c0B5KCPOAY",0,"Netral"
"2963","So is the Azov in Ukraine Happy or mad about Kanye?",-1,"Negatif"
"2964","@WBHoekstra @NATO When Ukraine wins, let it join NATO.",0,"Netral"
"2965","@johnnyjmils @danielmkovalik Well then, let's definitely get Ukraine what it needs to end this invasion so all can go back to living in peace. https://t.co/bAMRONAmjg",0,"Netral"
"2966","I lost like 50 followers today but I'm not sure whether it's from spam account removal or my ""antivax"" tweets from earlier.. or maybe that Ukraine tweet 😂 https://t.co/QlIPXx9WFP",0,"Netral"
"2967","@UNHumanRights @UN @NATO @MFA_Ukraine @Ukraine @PolandMFA @JustinTrudeau @G7AmbReformUA @G7 @BBCWorld @bbcworldservice @WORLDLeadersNET @WLeadershipFndn @EU_Commission @Europarl_EN can 1 or all-unite to STOP 🇺🇸Republican gop from wanting to stop aid &amp; lies on Biden who helps 🇺🇦 https://t.co/PqWWJZz347",-1,"Negatif"
"2968","@TreasChest @nypost Nypost is trash

Conversation: so youre leaving ukraine then putin? Great. Donbas too. Back to 1991? No? Then prepare to die. 

End of ""talks"".",-1,"Negatif"
"2969","@thebradfordfile I vote NO to anymore aid to Ukraine !!!! And I’ll vote no again and again!!!",0,"Netral"
"2970","@mmpadellan Why does Biden support nazi's in Ukraine ? Mainly for profit according to Europe",1,"Positif"
"2971","The Russian offensive near Bakhmut is deadly for the Russian mobilised themselves
#Canada #Germany #America #Ukraine #Bakhmut https://t.co/P7C6pbzUG5",-2,"Negatif"
"2972","@vonderleyen You should be prosecuted for all the crimes you and your father committed. You're corrupt and should be living on a deserted island, far away from any civilisation. The more the world knows about you and your Nazi friend in Ukraine, the more the world despises you and Zelenski.",-1,"Negatif"
"2973","Ukraine Drone Footage Bakhmut Front Line Hell on Earth for the Russian Terrorists
#europe #Kherson #Britain #UkraineWar #UkraineRussiaWar #Ukraine
https://t.co/lZFi727xje",0,"Netral"
"2974","@MundaSquire Yo I was in Ukraine in 2018, none of that is true. I have Russian speaking relatives who had to leave their homes in Feb post invasion. How would you know this stuff about Russia? From your Russian sources?",0,"Netral"
"2975","@thatdayin1992 I support the rebuild Ukraine funded by Russia act after Ukraine and USNATO capitulate allowing Ukraine to become part of the USSR",0,"Netral"
"2976","https://t.co/Yy7PFvBe0x
The occupier from Tula, Vadim Yudin, who was born in 2000, came to fight and met with the ZSU. He told Ljubomir Ferens about how much they are paid in the #Russian army, what he knew about #Ukraine, problems in his native place and plans for the future.",-1,"Negatif"
"2977","@DylanBurns1776 @zappingzebra Not if you take Ukrainian figures provided to the UN. The Ukraine asserted that 2.400 self determinationists were killed over the 8 years they were fighting.",-1,"Negatif"
